OPE ID,School,State,SchoolType,Recipients,LoansOriginated,FundsOriginated,TotalDisbursements,FundsDisbursed
006693,UNIVERSITY OF LONDON - LONDON SCHOOL OF ECONOMICS & POLITICAL SCIENCE,,Foreign-Public,276,276,7829872,276,2607108
006695,UNIVERSITY OF LONDON - UNIVERSITY COLLEGE LONDON,,Foreign-Public,251,251,6529170,251,3257811
006697,QUEEN MARY UNIVERSITY OF LONDON,,Foreign-Public,44,44,996471,44,333997
006704,UNIVERSITY COLLEGE CORK,,Foreign-Public,27,27,959000,27,479500
006710,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,,Foreign-Private,4,4,14219,4,7108
006713,UPPSALA UNIVERSITY,,Foreign-Public,35,35,488289,39,248695
041414,LAURUS COLLEGE,CA,Proprietary,340,340,1449091,348,498303
008145,NASHVILLE STATE COMMUNITY COLLEGE,TN,Public,620,633,2222532,633,1118000
001172,PITZER COLLEGE,CA,Private-Nonprofit,218,219,1447959,219,888196
001514,POLK STATE COLLEGE,FL,Public,922,922,4559803,979,2363646
010501,LAKEVIEW COLLEGE OF NURSING,IL,Private-Nonprofit,154,154,865163,180,485076
006756,NORTHSHORE TECHNICAL COMMUNITY COLLEGE,LA,Public,1455,1504,6316154,1504,3157496
009459,EMPIRE BEAUTY SCHOOL,ME,Proprietary,389,389,1644885,413,854246
002264,GOGEBIC COMMUNITY COLLEGE,MI,Public,307,308,1060902,308,524275
031240,NORTHWESTERN TECHNOLOGICAL INSTITUTE,MI,Proprietary,213,213,983720,213,491860
005263,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE,MN,Public,719,752,3017343,752,1514486
009314,GREAT FALLS COLLEGE MONTANA STATE UNIVERSITY,MT,Public,624,644,2647793,644,1167307
007465,AMERICAN ACADEMY OF DRAMATIC ARTS,NY,Private-Nonprofit,250,252,2216635,253,1108327
002901,WELLS COLLEGE,NY,Private-Nonprofit,482,493,2093401,493,1168045
002808,DAEMEN COLLEGE,NY,Private-Nonprofit,139,139,2058874,139,690049
031207,NEW YORK CONSERVATORY FOR DRAMATIC ARTS (THE),NY,Proprietary,128,128,2023121,128,1011568
008278,TERRA STATE COMMUNITY COLLEGE,OH,Public,611,619,2677124,619,1336897
006534,CITIZENS SCHOOL OF NURSING,PA,Private-Nonprofit,218,218,1003990,218,504623
003996,YORK TECHNICAL COLLEGE,SC,Public,284,284,1109968,284,554986
033554,RICHMONT GRADUATE UNIVERSITY,TN,Private-Nonprofit,139,140,2184547,140,1138877
006837,UNIVERSITE LAVAL,,Foreign-Public,6,6,31250,6,31250
006838,DALHOUSIE UNIVERSITY,,Foreign-Public,126,126,2934509,126,1462117
006839,UNIVERSITY OF EDINBURGH,,Foreign-Public,447,447,10980063,447,5070233
006842,UNIVERSITY OF DUBLIN TRINITY COLLEGE,,Foreign-Public,16,16,592116,16,296058
006852,BISHOP'S UNIVERSITY,,Foreign-Private,18,18,57935,18,28968
006853,MCMASTER UNIVERSITY,,Foreign-Public,8,8,111918,8,39306
002038,BOWDOIN COLLEGE,ME,Private-Nonprofit,225,225,1272580,225,1272580
009412,FORTIS COLLEGE,OH,Proprietary,690,693,2424570,900,1088933
003734,RANDOLPH COLLEGE,VA,Private-Nonprofit,629,638,3325112,638,1627930
006399,BRYAN COLLEGE OF HEALTH SCIENCES,NE,Private-Nonprofit,700,718,5002809,718,2226443
030980,ST. JOHN'S COLLEGE,IL,Private-Nonprofit,135,135,861000,136,430500
023485,LAMAR STATE COLLEGE - PORT ARTHUR,TX,Public,577,582,2645411,583,1307124
003174,OKLAHOMA PANHANDLE STATE UNIVERSITY,OK,Public,346,346,1573050,346,786558
025882,DOUGLAS J AVEDA INSTITUTE,MI,Proprietary,260,260,974476,268,502652
004927,UNIVERSITY OF SOUTH CAROLINA - UNION,SC,Public,230,235,1005683,235,502852
030345,OWENSBORO COMMUNITY & TECHNICAL COLLEGE,KY,Public,449,451,1591945,451,787626
001994,HOPKINSVILLE COMMUNITY COLLEGE,KY,Public,406,415,1450483,415,723927
001951,ALICE LLOYD COLLEGE,KY,Private-Nonprofit,416,416,1402034,416,710117
032503,CBD COLLEGE,CA,Private-Nonprofit,318,318,1444035,381,815945
023385,GLENDALE CAREER COLLEGE,CA,Proprietary,282,282,1418212,282,709128
040653,ROSEMAN UNIVERSITY OF HEALTH SCIENCES,NV,Private-Nonprofit,1683,1809,47118198,1815,31694331
001177,COGSWELL UNIVERSITY OF SILICON VALLEY,CA,Proprietary,258,269,1405493,269,717470
002896,VILLA MARIA COLLEGE OF BUFFALO,NY,Private-Nonprofit,453,453,1986852,453,993179
007573,EMPIRE BEAUTY SCHOOL,NY,Proprietary,455,456,1981755,487,1025920
001924,INDEPENDENCE COMMUNITY COLLEGE,KS,Public,186,188,550708,192,327416
010453,WASHINGTON STATE COMMUNITY COLLEGE,OH,Public,550,551,2405097,551,574966
031136,SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,Proprietary,401,407,1359480,465,619597
003068,LORAIN COUNTY COMMUNITY COLLEGE,OH,Public,530,530,2347519,530,617383
003619,SOUTHWESTERN ADVENTIST UNIVERSITY,TX,Private-Nonprofit,669,669,2626741,669,1378274
021732,EMPIRE BEAUTY SCHOOL,NY,Proprietary,456,456,1955123,490,994413
006537,CONEMAUGH MEMORIAL MEDICAL CENTER,PA,Proprietary,231,231,977385,231,502723
020653,PRESCOTT COLLEGE,AZ,Private-Nonprofit,738,743,8402966,743,4063492
032423,CAREER NETWORKS INSTITUTE,CA,Proprietary,273,273,1330217,293,667751
012813,JOHN WOOD COMMUNITY COLLEGE,IL,Public,470,490,841255,496,424786
001862,ELLSWORTH COMMUNITY COLLEGE,IA,Public,296,304,1121070,304,558785
004600,NORTHWEST IOWA COMMUNITY COLLEGE,IA,Public,279,334,1087445,334,514350
008073,BUTTE COLLEGE,CA,Public,299,300,1322854,303,663035
022188,BROOKLINE COLLEGE,AZ,Proprietary,1586,1628,7621424,1657,3840745
001747,ROCK VALLEY COLLEGE,IL,Public,241,241,819540,244,408953
002295,MONTCALM COMMUNITY COLLEGE,MI,Public,275,282,934047,283,468837
007178,WESTERN SEMINARY,OR,Private-Nonprofit,88,88,747646,88,386138
021283,INSTITUTE FOR BUSINESS & TECHNOLOGY,CA,Proprietary,322,325,1321394,325,660658
012050,ROSEDALE TECHNICAL COLLEGE,PA,Private-Nonprofit,237,237,961723,254,496631
001199,FOOTHILL COLLEGE,CA,Public,266,364,1280094,389,538360
007607,CONCORDE CAREER COLLEGE,CA,Proprietary,263,264,1255427,285,539296
007263,HOLY CROSS COLLEGE,IN,Private-Nonprofit,385,385,894539,385,894539
010879,RICHLAND COMMUNITY COLLEGE,IL,Public,254,254,793085,254,389955
007113,ARIZONA CHRISTIAN UNIVERSITY,AZ,Private-Nonprofit,1047,1050,5867537,1060,3009939
002691,CUNY BOROUGH OF MANHATTAN COMMUNITY COLLEGE,NY,Public,556,579,1914158,579,962086
003122,UNITED THEOLOGICAL SEMINARY,OH,Private-Nonprofit,173,173,2202306,173,1158099
001606,BRIGHAM YOUNG UNIVERSITY - HAWAII,HI,Private-Nonprofit,131,133,476278,133,250316
001077,MESA COMMUNITY COLLEGE,AZ,Public,1487,1528,5730273,1535,2865921
003933,WESTERN WYOMING COMMUNITY COLLEGE,WY,Public,225,236,816990,236,408915
007291,ST. LUKE'S COLLEGE,IA,Private-Nonprofit,236,240,1048227,240,579980
009543,RED ROCKS COMMUNITY COLLEGE,CO,Public,1074,1075,6288206,1086,3139285
010779,PORTER AND CHESTER INSTITUTE,CT,Proprietary,997,1005,3699415,1331,1748377
022195,MILDRED ELLEY,NY,Proprietary,455,464,1901480,514,1018798
021066,AMERICAN INSTITUTE,CT,Proprietary,552,558,2109462,576,1060161
001875,MARSHALLTOWN COMMUNITY COLLEGE,IA,Public,132,140,549616,140,274971
002339,CENTRAL LAKES COLLEGE,MN,Public,765,802,2952629,802,1478705
040953,KING'S COLLEGE (THE),NY,Private-Nonprofit,335,337,1854140,337,934981
012364,ST. PAUL'S SCHOOL OF NURSING,NY,Proprietary,380,380,1850929,385,899168
002763,MARIA COLLEGE,NY,Private-Nonprofit,348,352,1775613,352,447340
004054,HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,NY,Private-Nonprofit,90,90,1618488,90,813251
006577,UPMC SHADYSIDE,PA,Private-Nonprofit,191,192,874703,199,458058
002075,HARFORD COMMUNITY COLLEGE,MD,Public,575,578,2342646,578,1172716
001393,MITCHELL COLLEGE,CT,Private-Nonprofit,108,109,1858486,115,952774
010097,CUNY MEDGAR EVERS COLLEGE,NY,Public,403,410,1596579,601,1115785
002890,UNION THEOLOGICAL SEMINARY,NY,Private-Nonprofit,91,91,1499130,91,756690
042086,RELAY GRADUATE SCHOOL OF EDUCATION,NY,Private-Nonprofit,319,319,1456551,319,734849
006583,WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING,PA,Private-Nonprofit,168,168,808784,170,215270
026001,NEW YORK ACADEMY OF ART (THE),NY,Private-Nonprofit,54,54,1435595,54,703514
002697,QUEENSBOROUGH COMMUNITY COLLEGE-CUNY,NY,Public,380,394,1384098,445,757251
009449,PENNCO TECH,PA,Proprietary,239,239,780188,282,432227
001289,SHASTA COLLEGE,CA,Public,271,271,1201686,271,599850
006445,BILL AND SANDRA POMEROY COLLEGE OF NURSING AT CROUSE HOSPITAL,NY,Private-Nonprofit,293,294,1355469,294,686458
001212,HUMPHREYS UNIVERSITY,CA,Private-Nonprofit,146,155,1183290,314,482185
002458,COTTEY COLLEGE,MO,Private-Nonprofit,196,199,737334,199,379976
003816,SOUTHERN WEST VIRGINIA COMMUNITY AND TECHNICAL COLLEGE,WV,Public,519,541,1965454,541,983920
001682,GARRETT-EVANGELICAL THEOLOGICAL SEMINARY,IL,Private-Nonprofit,49,49,779800,49,401377
002527,UNIVERSITY OF PROVIDENCE,MT,Private-Nonprofit,479,489,3193789,489,1538892
006787,CLINTON COMMUNITY COLLEGE,NY,Public,293,294,1221365,294,610686
004799,MONROE COLLEGE,NY,Proprietary,306,306,1203423,306,722451
040803,ASPEN UNIVERSITY,CO,Proprietary,1011,1047,5937047,1047,3187147
023289,EMMAUS BIBLE COLLEGE,IA,Private-Nonprofit,79,79,348043,91,191865
006417,HOLY NAME MEDICAL CENTER SCHOOL OF NURSING,NJ,Private-Nonprofit,204,204,1122808,204,561413
003011,ART ACADEMY OF CINCINNATI,OH,Private-Nonprofit,340,352,1888692,352,947518
040386,BRIDGEVALLEY COMMUNITY AND TECHNICAL COLLEGE,WV,Public,491,517,1868674,548,973031
042355,PRESIDIO GRADUATE SCHOOL,CA,Private-Nonprofit,59,59,1169754,59,639186
021609,PCI ACADEMY,IA,Proprietary,102,112,339424,118,175734
009230,WAYNE COUNTY COMMUNITY COLLEGE DISTRICT,MI,Public,264,264,920709,264,458162
004033,ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE,NC,Public,383,383,1991007,780,511449
007644,LAKE LAND COLLEGE,IL,Public,222,227,724584,227,358310
021163,PUEBLO COMMUNITY COLLEGE,CO,Public,1353,1356,5193107,1356,2599246
012064,HAMILTON TECHNICAL COLLEGE,IA,Proprietary,71,71,337285,76,173644
006639,BELLIN COLLEGE,WI,Private-Nonprofit,434,436,3030392,436,1468259
003167,UNIVERSITY OF SCIENCE & ARTS OF OKLAHOMA,OK,Public,375,384,1471918,384,733141
007679,YORK UNIVERSITY,,Foreign-Public,41,41,170580,41,166830
007684,KISHWAUKEE COLLEGE,IL,Public,215,215,714490,215,355811
032943,BLUE CLIFF COLLEGE,LA,Proprietary,1428,1440,6165669,2037,3308655
001643,SPOON RIVER COLLEGE,IL,Public,210,241,702905,241,352823
008880,MORRISON INSTITUTE OF TECHNOLOGY,IL,Private-Nonprofit,137,141,697852,141,356078
007705,ROYAL COLLEGE OF SURGEONS IN IRELAND,,Foreign-Private,166,169,6889008,171,3473429
034275,UNIVERSITY OF ANTELOPE VALLEY,CA,Proprietary,249,249,1168557,254,585854
007121,FAITH BAPTIST BIBLE COLLEGE & THEOLOGICAL SEMINARY,IA,Private-Nonprofit,69,69,295710,69,148355
005245,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON,AR,Public,317,317,1092265,318,548584
003467,PRESENTATION COLLEGE,SD,Private-Nonprofit,610,621,3122986,621,1585544
031107,AVIATION INSTITUTE OF MAINTENANCE,PA,Proprietary,175,179,740569,181,376672
030116,FORTIS INSTITUTE,PA,Proprietary,168,169,740355,188,290198
003499,LANE COLLEGE,TN,Private-Nonprofit,504,548,2044325,548,1040647
007780,NEW CASTLE SCHOOL OF TRADES,PA,Proprietary,206,206,688121,306,358968
003402,BRYANT UNIVERSITY,RI,Private-Nonprofit,100,100,2447356,100,796339
001504,"STATE COLLEGE OF FLORIDA, MANATEE-SARASOTA",FL,Public,1038,1068,4112223,1070,2035040
012182,CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE,AL,Public,384,404,1554926,404,786622
007874,UNIVERSITY OF CALGARY,,Foreign-Public,30,30,320815,30,159673
007881,AMERICAN UNIVERSITY OF PARIS,,Foreign-Private,110,110,1560714,111,813071
033743,FLORIDA COASTAL SCHOOL OF LAW,FL,Proprietary,265,265,4027902,278,3251458
002537,UNIVERSITY OF MONTANA WESTERN (THE),MT,Public,737,765,3481488,765,1742953
006574,"ST. LUKE'S HOSPITAL OF BETHLEHEM, PA",PA,Private-Nonprofit,129,130,611864,130,228083
001091,ARKANSAS STATE UNIVERSITY - BEEBE,AR,Public,322,325,1077640,326,547203
007930,CONCORDE CAREER COLLEGE,CA,Proprietary,237,237,1132498,244,451947
022769,COMMUNITY COLLEGE OF AURORA CENTRETECH CAMPUS,CO,Public,864,864,4006438,864,1985015
007691,MCHENRY COUNTY COLLEGE,IL,Public,182,182,682753,206,361393
006257,SAINT ELIZABETH SCHOOL OF NURSING,IN,Private-Nonprofit,138,140,785076,141,417821
001897,WARTBURG THEOLOGICAL SEMINARY,IA,Private-Nonprofit,43,43,274994,43,138917
002297,MUSKEGON COMMUNITY COLLEGE,MI,Public,247,259,851118,259,187141
002389,UNIVERSITY OF MINNESOTA MORRIS,MN,Public,649,671,2856892,671,1470479
025318,PAUL MITCHELL THE SCHOOL COSTA MESA,CA,Proprietary,294,294,1126123,322,587490
002007,LOUISIANA COLLEGE,LA,Private-Nonprofit,1179,1220,6080411,2440,3206428
025964,SPARTAN COLLEGE OF AERONAUTICS & TECHNOLOGY,CA,Proprietary,239,241,1125680,243,568318
011707,NORTH-WEST COLLEGE,CA,Proprietary,236,236,1120832,236,561000
030709,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES,MO,Private-Nonprofit,112,112,600092,112,309990
011046,CENTRAL OHIO TECHNICAL COLLEGE,OH,Public,546,547,1856017,547,927661
011745,OHIO TECHNICAL COLLEGE,OH,Proprietary,450,450,1812413,598,767700
038303,SAE INSTITUTE OF TECHNOLOGY,TN,Proprietary,405,409,1966977,409,987820
008147,UNIVERSIDAD AUTONOMA DE GUADALAJARA,,Foreign-Private,1269,1269,42774977,1293,21862053
008148,UNIVERSITY OF WINNIPEG (THE),,Foreign-Public,16,16,75700,16,37850
008155,EVERGREEN STATE COLLEGE (THE),WA,Public,923,923,5706263,923,1934475
002058,ANNE ARUNDEL COMMUNITY COLLEGE,MD,Public,537,545,2100599,545,1050351
021801,ROSS MEDICAL EDUCATION CENTER,MI,Proprietary,151,151,675229,151,337616
002665,VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY,NY,Private-Nonprofit,288,288,1191444,288,602347
042213,PHILADELPHIA TECHNICIAN TRAINING INSTITUTE,PA,Private-Nonprofit,137,137,557025,161,293656
007266,PIMA COUNTY COMMUNITY COLLEGE,AZ,Public,1627,1642,5710665,1648,1497745
001919,GARDEN CITY COMMUNITY COLLEGE,KS,Public,131,135,461196,135,259977
001930,LABETTE COMMUNITY COLLEGE,KS,Public,117,117,453149,117,226161
001778,VANDERCOOK COLLEGE OF MUSIC,IL,Private-Nonprofit,79,81,556239,81,260343
008260,IOWA SCHOOL OF BEAUTY,IA,Proprietary,73,74,253552,78,129756
002092,ST. JOHN'S COLLEGE,MD,Private-Nonprofit,373,376,2063837,376,1033733
025530,MODERN COLLEGE OF DESIGN (THE),OH,Proprietary,202,202,1804547,202,906322
004057,NATIONAL AMERICAN UNIVERSITY,SD,Proprietary,303,303,1491032,353,608871
001076,GLENDALE COMMUNITY COLLEGE,AZ,Public,1264,1293,4785169,1297,2396641
031070,SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES,AZ,Private-Nonprofit,324,341,4314265,341,3770651
002071,FREDERICK COMMUNITY COLLEGE,MD,Public,422,422,1688117,422,844083
001015,ENTERPRISE STATE COMMUNITY COLLEGE,AL,Public,402,415,1518411,415,762116
008363,MOUNT SAINT VINCENT UNIVERSITY,,Foreign-Public,4,4,23000,4,11500
008364,SAINT MARY'S UNIVERSITY,,Foreign-Public,8,8,44500,8,18833
008365,CONCORDIA UNIVERSITY,,Foreign-Public,34,34,199913,34,101831
008366,UNIVERSITE DE MONTREAL,,Foreign-Public,12,12,84796,12,36123
008368,CARLETON UNIVERSITY,,Foreign-Public,33,33,211500,33,105750
008369,UNIVERSITY OF BRITISH COLUMBIA,,Foreign-Public,273,273,2858485,274,1700561
008370,UNIVERSITY OF VICTORIA,,Foreign-Public,44,44,400080,44,227470
008371,AMERICAN UNIVERSITY OF BEIRUT,,Foreign-Private,39,39,273500,39,136750
008376,VRIJE UNIVERSITEIT AMSTERDAM,,Foreign-Public,7,7,48500,7,24250
008377,UNIVERSITEIT VAN AMSTERDAM,,Foreign-Public,151,151,2020050,151,1057897
008383,UNIVERSITY OF GLASGOW,,Foreign-Public,525,525,12569296,525,5579225
008398,UNIVERSITY OF SHEFFIELD (THE),,Foreign-Public,14,14,182120,14,91060
042033,AVEDA INSTITUTE DES MOINES,IA,Proprietary,70,75,227215,75,113504
002596,ATLANTIC CAPE COMMUNITY COLLEGE,NJ,Public,233,233,925329,233,465745
008444,SIMON FRASER UNIVERSITY,,Foreign-Public,59,59,555286,59,250302
008446,UNIVERSITY OF WESTERN ONTARIO (THE),,Foreign-Public,7,7,172107,7,58450
008449,ACADIA UNIVERSITY,,Foreign-Public,13,13,76054,13,38027
008461,UNIVERSITY OF SAINT ANDREWS,,Foreign-Public,440,441,6942214,441,2915748
041464,DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS,NC,Proprietary,96,96,1967161,97,986414
011667,NORTHEAST COMMUNITY COLLEGE,NE,Public,1202,1202,4834704,1202,2546723
002627,PRINCETON UNIVERSITY,NJ,Private-Nonprofit,79,79,918517,79,459261
033583,ALLEN SCHOOL,NY,Proprietary,288,294,1146586,340,590323
008505,UNIVERSITY OF MELBOURNE,,Foreign-Public,41,41,744827,41,509619
001219,LONG BEACH CITY COLLEGE,CA,Public,242,242,1110969,243,556356
005621,SOUTHERN CRESCENT TECHNICAL COLLEGE,GA,Public,710,710,2920723,796,1193558
002494,NAZARENE THEOLOGICAL SEMINARY,MO,Private-Nonprofit,54,54,584658,58,272281
005448,DURHAM TECHNICAL COMMUNITY COLLEGE,NC,Public,448,472,1961242,472,980641
003291,UNITED LUTHERAN SEMINARY,PA,Private-Nonprofit,34,34,547125,34,302875
001192,CUESTA COLLEGE,CA,Public,223,232,1094327,232,583624
001174,SCRIPPS COLLEGE,CA,Private-Nonprofit,141,141,1070949,141,532854
011617,CENTER FOR ALLIED HEALTH EDUCATION,NY,Proprietary,219,220,1095331,223,608047
031013,GRANITE STATE COLLEGE,NH,Public,951,992,3052246,992,1193279
003999,CLEVELAND STATE COMMUNITY COLLEGE,TN,Public,442,444,1872037,444,488218
003697,VERMONT COLLEGE OF FINE ARTS,VT,Private-Nonprofit,83,83,1789074,83,975018
031065,SENTARA COLLEGE OF HEALTH SCIENCES,VA,Private-Nonprofit,360,360,2920205,360,1392041
008670,UNIVERSITY OF NEW SOUTH WALES (THE),,Foreign-Public,9,9,188544,9,79928
008693,"CITY, UNIVERSITY OF LONDON",,Foreign-Public,70,70,1670916,70,556952
002393,MINNESOTA STATE COLLEGE SOUTHEAST,MN,Public,594,605,2729032,605,1363660
001061,ALASKA PACIFIC UNIVERSITY,AK,Private-Nonprofit,243,243,1599821,243,922447
001223,LOS ANGELES CITY COLLEGE,CA,Public,214,220,1067733,220,533872
039035,SOUTHERN TECHNICAL COLLEGE,FL,Proprietary,1086,1088,3752734,1359,1560502
001512,PALM BEACH STATE COLLEGE,FL,Public,800,800,3537041,800,1766681
009684,BLUE RIDGE COMMUNITY COLLEGE,NC,Public,296,296,1289869,296,644055
003490,FISK UNIVERSITY,TN,Private-Nonprofit,491,504,1851592,504,925637
025326,LANDMARK COLLEGE,VT,Private-Nonprofit,169,172,1761737,172,893007
039704,WELLSPRING SCHOOL OF ALLIED HEALTH,MO,Proprietary,137,145,506804,145,267723
021775,RIO SALADO COMMUNITY COLLEGE,AZ,Public,954,975,3678239,975,1840358
001347,COLORADO COLLEGE,CO,Private-Nonprofit,653,654,3435353,654,1740060
001499,ALTIERUS CAREER COLLEGE,FL,Private-Nonprofit,849,904,3383834,1101,1798896
024982,G SKIN & BEAUTY INSTITUTE,IL,Proprietary,119,119,512092,121,262583
003031,THE CLEVELAND INSTITUTE OF MUSIC,OH,Private-Nonprofit,200,200,1672137,200,839926
008887,CONCORDE CAREER COLLEGE,OR,Proprietary,193,194,901610,213,382893
007649,ROCKY MOUNTAIN COLLEGE OF ART + DESIGN,CO,Proprietary,612,614,3199880,621,1613783
031313,FIVE BRANCHES UNIVERSITY,CA,Proprietary,62,62,1043877,62,564902
002237,ALPENA COMMUNITY COLLEGE,MI,Public,187,190,674548,190,335655
008910,UNIVERSITY OF HULL,,Foreign-Public,12,12,121952,17,93647
032403,TONI & GUY HAIRDRESSING ACADEMY,MA,Proprietary,185,186,729358,186,376686
012872,NORTH-WEST COLLEGE,CA,Proprietary,219,219,1035890,219,518783
002265,GRACE CHRISTIAN UNIVERSITY,MI,Private-Nonprofit,111,111,596294,122,320982
041275,CDE CAREER INSTITUTE,PA,Proprietary,103,103,513000,103,256500
026094,VALLEY COLLEGE,WV,Proprietary,364,389,1840846,389,919062
005601,ALBANY TECHNICAL COLLEGE,GA,Public,709,709,2803882,709,581471
006962,HAZARD COMMUNITY AND TECHNICAL COLLEGE,KY,Public,349,351,1250360,351,624619
038713,FOLSOM LAKE COLLEGE,CA,Public,226,226,1012721,226,511101
004480,DE ANZA COMMUNITY COLLEGE,CA,Public,203,204,1009664,207,256886
005208,COLLEGE OF WESTCHESTER (THE),NY,Proprietary,254,255,1091892,345,500500
040414,MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE,WV,Public,294,315,1031680,315,516487
003819,OHIO VALLEY UNIVERSITY,WV,Private-Nonprofit,179,180,799088,180,412430
030519,ADLER GRADUATE SCHOOL,MN,Private-Nonprofit,149,155,2698371,156,756255
021316,PENNCO TECH,NJ,Proprietary,268,268,896781,325,507963
009084,"UNIVERSITY OF LONDON, BIRKBECK",,Foreign-Public,55,55,1158985,55,396765
009085,KING'S COLLEGE LONDON,,Foreign-Public,26,26,533000,26,133250
042827,URSHAN COLLEGE,MO,Private-Nonprofit,138,139,503876,139,251940
041471,TRICOCI UNIVERSITY OF BEAUTY CULTURE,IL,Proprietary,134,134,510956,140,263367
003931,NORTHWEST COLLEGE,WY,Public,174,176,682211,176,349759
036273,LAMAR INSTITUTE OF TECHNOLOGY,TX,Public,577,578,2542424,578,1277674
003178,SEMINOLE STATE COLLEGE,OK,Public,300,302,1228617,341,667012
010362,COLLEGE OF SOUTHERN NEVADA,NV,Public,2540,2565,10002531,2565,4998043
005390,BLACKHAWK TECHNICAL COLLEGE,WI,Public,869,930,2821864,930,881178
003439,MORRIS COLLEGE,SC,Private-Nonprofit,259,282,988498,282,494624
002299,NORTH CENTRAL MICHIGAN COLLEGE,MI,Public,139,139,584430,139,292213
009236,NASHUA COMMUNITY COLLEGE,NH,Public,366,366,1440814,366,722040
025994,NEW YORK COLLEGE OF HEALTH PROFESSIONS,NY,Private-Nonprofit,129,130,1048774,130,534387
009252,BROCK UNIVERSITY,,Foreign-Public,1,1,20500,1,6834
009256,MORAINE PARK TECHNICAL COLLEGE,WI,Public,792,792,2692488,792,1473321
003929,EASTERN WYOMING COLLEGE,WY,Public,97,97,356718,97,175171
001568,INTERDENOMINATIONAL THEOLOGICAL CENTER,GA,Private-Nonprofit,142,142,2714480,142,1357241
042293,MEDQUEST COLLEGE,KY,Proprietary,262,262,1204097,294,622463
002710,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE),NY,Private-Nonprofit,169,169,1025166,169,512584
006438,PHILLIPS SCHOOL OF NURSING AT MOUNT SINAI BETH ISRAEL,NY,Private-Nonprofit,174,180,979045,189,671511
002526,CARROLL COLLEGE,MT,Private-Nonprofit,929,985,5375164,985,2790799
021506,COSMETOLOGY AND SPA ACADEMY,IL,Proprietary,118,118,510820,122,262416
009368,UNIVERSITY OF ABERDEEN,,Foreign-Public,4,4,100700,4,42016
009387,PERRY TECHNICAL INSTITUTE,WA,Private-Nonprofit,395,397,1560913,397,575388
001352,DENVER SEMINARY,CO,Private-Nonprofit,197,197,2774160,203,1446094
005313,NORTH CENTRAL STATE COLLEGE,OH,Public,482,496,1499270,496,377326
003875,NORTHLAND COLLEGE,WI,Private-Nonprofit,596,603,2666277,603,1346991
009421,BRANDON UNIVERSITY,,Foreign-Public,7,7,25310,7,12655
009423,ROYAL COLLEGE OF ART,,Foreign-Public,42,42,1193671,42,402184
009428,TECHNION-ISRAEL INSTITUTE OF TECNOLOGY,,Foreign-Public,16,16,452028,16,226014
003286,LANCASTER THEOLOGICAL SEMINARY OF THE UNITED CHURCH OF CHRIST,PA,Private-Nonprofit,30,30,511047,30,240262
041888,INSTITUTE FOR DOCTORAL STUDIES IN THE VISUAL ARTS,ME,Private-Nonprofit,48,48,1018429,54,602203
001723,MEADVILLE THEOLOGICAL SCHOOL OF LOMBARD COLLEGE,IL,Private-Nonprofit,26,26,505877,27,210825
002880,ULSTER COUNTY COMMUNITY COLLEGE,NY,Public,232,238,939644,247,486650
009486,TRINITY WESTERN UNIVERSITY,,Foreign-Private,77,77,395320,77,205286
009500,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,,Foreign-Public,28,28,115378,28,57080
009501,UNIVERSITY OF KING'S COLLEGE,,Foreign-Public,12,12,54500,12,27250
009503,MOUNT ALLISON UNIVERSITY,,Foreign-Public,9,9,36294,9,18148
010487,WEST GEORGIA TECHNICAL COLLEGE,GA,Public,702,702,2637870,702,1046902
041309,TRICOCI UNIVERSITY OF BEAUTY CULTURE,IN,Proprietary,190,192,758848,197,385779
012870,SOUTHERN STATE COMMUNITY COLLEGE,OH,Public,384,384,1429772,385,670751
006871,THOMAS NELSON COMMUNITY COLLEGE,VA,Public,673,673,2556069,673,1278032
004506,COLORADO MOUNTAIN COLLEGE,CO,Public,628,631,2765563,631,1392932
041483,DENVER COLLEGE OF NURSING,CO,Proprietary,489,490,2471369,601,1023040
009544,SPOKANE FALLS COMMUNITY COLLEGE,WA,Public,787,819,3140434,1055,1278811
003573,HILL COLLEGE,TX,Public,528,529,2463085,529,1233934
003483,COLUMBIA STATE COMMUNITY COLLEGE,TN,Public,491,511,1799857,514,899880
036163,AVIATION INSTITUTE OF MAINTENANCE,MO,Proprietary,102,102,495690,102,249639
001752,SAUK VALLEY COMMUNITY COLLEGE,IL,Public,137,144,503844,144,252998
002337,BETHANY LUTHERAN COLLEGE,MN,Private-Nonprofit,586,588,2406793,588,1221104
