OPE ID,School,State,SchoolType,Recipients,LoansOriginated,FundsOriginated,TotalDisbursements,FundsDisbursed
001940,SOUTHWESTERN COLLEGE,KS,Private-Nonprofit,815,875,4311124,875,2185740
001904,BETHANY COLLEGE,KS,Private-Nonprofit,893,945,4135251,947,2111602
001945,STERLING COLLEGE,KS,Private-Nonprofit,667,685,3612909,685,1816326
001923,HUTCHINSON COMMUNITY COLLEGE,KS,Public,733,733,3184776,733,1626682
001946,TABOR COLLEGE,KS,Private-Nonprofit,560,575,3004787,578,1520756
005265,NORTH CENTRAL KANSAS TECHNICAL COLLEGE,KS,Public,472,472,2400664,472,1201885
001905,BETHEL COLLEGE,KS,Private-Nonprofit,508,508,2344578,508,1228751
010503,WICHITA TECHNICAL INSTITUTE,KS,Proprietary,555,562,2314414,636,882236
004608,BARTON COUNTY COMMUNITY COLLEGE,KS,Public,481,481,2190609,482,1093032
001902,COWLEY COUNTY COMMUNITY COLLEGE & AREA VOCATIONAL TECHNICAL SCHOOL,KS,Public,577,615,2146168,615,1125748
001920,HESSTON COLLEGE,KS,Private-Nonprofit,434,445,2105060,445,1055246
001921,HIGHLAND COMMUNITY COLLEGE,KS,Public,559,560,2038699,602,1054622
001908,CENTRAL CHRISTIAN COLLEGE OF KANSAS,KS,Private-Nonprofit,392,399,1868704,406,950219
001925,KANSAS CITY KANSAS COMMUNITY COLLEGE,KS,Public,356,356,1251692,360,335229
001938,PRATT COMMUNITY COLLEGE,KS,Public,310,310,1110030,310,564865
001989,UNIVERSITY OF KENTUCKY,KY,Public,15254,15664,152925604,15664,77601245
001999,UNIVERSITY OF LOUISVILLE,KY,Public,11367,12725,133746941,12725,67517815
009275,NORTHERN KENTUCKY UNIVERSITY,KY,Public,9158,9373,69434407,9373,36156913
002002,WESTERN KENTUCKY UNIVERSITY,KY,Public,9937,10368,58788527,10368,29737123
001963,EASTERN KENTUCKY UNIVERSITY,KY,Public,8833,8834,54162207,8957,28089967
001962,UNIVERSITY OF THE CUMBERLANDS,KY,Private-Nonprofit,5333,5371,47768825,5372,19730895
001980,UNIVERSITY OF PIKEVILLE,KY,Private-Nonprofit,2029,2047,39989394,2051,19067545
001977,MURRAY STATE UNIVERSITY,KY,Public,5326,5757,32754644,5757,17013945
001976,MOREHEAD STATE UNIVERSITY,KY,Public,4934,5127,24347042,5127,12193184
030837,GALEN HEALTH INSTITUTES,KY,Proprietary,5541,5603,23421820,5603,10620170
001954,BELLARMINE UNIVERSITY,KY,Private-Nonprofit,2518,2573,17199886,2573,9359345
001972,LINDSEY WILSON COLLEGE,KY,Private-Nonprofit,2139,2148,15762915,2148,7198098
001959,CAMPBELLSVILLE UNIVERSITY,KY,Private-Nonprofit,1912,1936,14712392,1945,7083217
005244,BLUEGRASS COMMUNITY & TECHNICAL COLLEGE,KY,Public,3204,3253,13103807,3253,6552765
030070,FRONTIER NURSING UNIVERSITY,KY,Private-Nonprofit,710,714,12529975,714,4507808
006961,JEFFERSON COMMUNITY AND TECHNICAL COLLEGE,KY,Public,2142,2180,8638313,2180,4319593
002001,THOMAS MORE UNIVERSITY,KY,Private-Nonprofit,1568,1569,8281676,1589,4033103
001968,KENTUCKY STATE UNIVERSITY,KY,Public,1636,1693,8228659,1693,4122599
001960,SPALDING UNIVERSITY,KY,Private-Nonprofit,1033,1071,8132557,1071,4187112
001975,MIDWAY UNIVERSITY,KY,Private-Nonprofit,1394,1485,6928858,1485,3606561
001964,GEORGETOWN COLLEGE,KY,Private-Nonprofit,1301,1302,6169505,1302,3313585
001958,BRESCIA UNIVERSITY,KY,Private-Nonprofit,926,952,5920722,952,3093950
001952,ASBURY UNIVERSITY,KY,Private-Nonprofit,1147,1171,5898644,1174,3074047
001961,CENTRE COLLEGE OF KENTUCKY,KY,Private-Nonprofit,949,950,4769446,950,2384749
001997,SOMERSET COMMUNITY COLLEGE,KY,Public,1352,1355,4697140,1356,2347376
004619,SULLIVAN UNIVERSITY,KY,Proprietary,172,172,4670781,173,1606886
001953,ASBURY THEOLOGICAL SEMINARY,KY,Private-Nonprofit,322,332,4394667,377,2296143
001988,UNION COLLEGE,KY,Private-Nonprofit,957,987,4392818,1015,2254234
001987,TRANSYLVANIA UNIVERSITY,KY,Private-Nonprofit,754,772,4070418,772,2057613
001965,KENTUCKY CHRISTIAN UNIVERSITY,KY,Private-Nonprofit,782,782,3978610,782,1818894
001969,KENTUCKY WESLEYAN COLLEGE,KY,Private-Nonprofit,851,865,3548741,866,1854986
006960,MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE,KY,Public,880,903,3176165,903,1590057
001991,ELIZABETHTOWN COMMUNITY AND TECHNICAL COLLEGE,KY,Public,885,954,2957905,957,1484625
001990,ASHLAND COMMUNITY AND TECHNICAL COLLEGE,KY,Public,763,764,2807464,764,1403781
001979,WEST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,KY,Public,754,754,2585109,754,1294124
005271,SOUTHCENTRAL KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,KY,Public,701,709,2529509,709,1265979
002010,LOUISIANA STATE UNIVERSITY & AGRICULTURAL & MECHANICAL COLLEGE,LA,Public,14296,14716,119708305,14716,60840299
002029,TULANE UNIVERSITY,LA,Private-Nonprofit,6406,6423,116628576,6582,59034239
002025,SOUTHERN UNIVERSITY AND AGRICULTURAL & MECHANICAL COLG AT BATON ROUGE,LA,Public,7993,8308,59262248,8311,30046904
002014,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER,LA,Public,2398,2431,57117184,2464,27202169
002031,UNIVERSITY OF LOUISIANA AT LAFAYETTE,LA,Public,9087,9369,50054198,9369,26349701
002006,GRAMBLING STATE UNIVERSITY,LA,Public,7054,7054,48859978,7054,24458542
002013,LOUISIANA STATE UNIVERSITY IN SHREVEPORT,LA,Public,3344,3346,48120445,3346,10616508
002032,XAVIER UNIVERSITY OF LOUISIANA,LA,Private-Nonprofit,3473,3617,41030986,3620,20331828
004625,DELGADO COMMUNITY COLLEGE,LA,Public,8346,8468,37907876,8468,19013761
002016,LOYOLA UNIVERSITY NEW ORLEANS,LA,Private-Nonprofit,3892,3954,36555996,3954,18017283
002020,UNIVERSITY OF LOUISIANA AT MONROE,LA,Public,5110,5195,35665510,5195,18034365
002021,NORTHWESTERN STATE UNIVERSITY,LA,Public,6031,6265,34213806,6265,17170066
002024,SOUTHEASTERN LOUISIANA UNIVERSITY,LA,Public,6588,6746,32280716,6757,16363261
002008,LOUISIANA TECH UNIVERSITY,LA,Public,5225,5402,30443389,5402,10476383
002015,UNIVERSITY OF NEW ORLEANS (THE),LA,Public,4092,4230,25159435,4230,12907747
008067,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER IN SHREVEPORT,LA,Public,943,977,24092305,977,12154540
002005,NICHOLLS STATE UNIVERSITY,LA,Public,4497,4586,23272920,4586,11993283
020554,BOSSIER PARISH COMMUNITY COLLEGE,LA,Public,3952,3952,18694463,3952,9388115
002017,MCNEESE STATE UNIVERSITY,LA,Public,3007,3028,16004636,3028,8004971
031062,FRANCISCAN MISSIONARIES OF OUR LADY UNIVERSITY,LA,Private-Nonprofit,1137,1153,13847229,1153,6077575
039563,SOUTH LOUISIANA COMMUNITY COLLEGE,LA,Public,2992,2992,12908592,2996,6484198
002026,SOUTHERN UNIVERSITY AT NEW ORLEANS,LA,Public,1481,1490,10618517,1493,5316059
002004,DILLARD UNIVERSITY,LA,Private-Nonprofit,1988,2144,10598798,2144,5295821
002050,UNIVERSITY OF NEW ENGLAND,ME,Private-Nonprofit,5192,5197,72810384,5197,47237194
002053,UNIVERSITY OF MAINE,ME,Public,6768,6903,36794374,6961,19011846
002054,UNIVERSITY OF SOUTHERN MAINE,ME,Public,4204,4286,26909605,4342,14178611
002043,HUSSON UNIVERSITY,ME,Private-Nonprofit,3921,4046,25240816,4046,12440520
002051,SAINT JOSEPH'S COLLEGE,ME,Private-Nonprofit,1631,1664,9333279,1664,4668997
006858,UNITY COLLEGE,ME,Private-Nonprofit,1293,1394,7564637,1400,1124737
002044,MAINE MARITIME ACADEMY,ME,Public,1245,1259,7194517,1259,3723179
006760,UNIVERSITY OF MAINE - AUGUSTA,ME,Public,1133,1141,5528389,1163,2800844
002040,UNIVERSITY OF MAINE - FARMINGTON,ME,Public,1230,1254,5316716,1261,2742671
002052,THOMAS COLLEGE,ME,Private-Nonprofit,1139,1146,4591446,1159,2232929
005525,SOUTHERN MAINE COMMUNITY COLLEGE,ME,Public,1165,1165,4355668,1165,2170623
005276,CENTRAL MAINE COMMUNITY COLLEGE,ME,Public,894,894,3775062,894,1886589
011673,MAINE COLLEGE OF ART,ME,Private-Nonprofit,589,601,3566068,601,1835145
002104,"UNIVERSITY OF MARYLAND, BALTIMORE",MD,Public,3929,4003,95165564,4009,47544814
002103,"UNIVERSITY OF MARYLAND, COLLEGE PARK",MD,Public,11680,12172,89617700,12172,45783364
002099,TOWSON UNIVERSITY,MD,Public,13810,14069,86193959,14069,43353189
011644,UNIVERSITY OF MARYLAND GLOBAL CAMPUS,MD,Public,7218,7433,65903297,8390,34205149
002091,SALISBURY UNIVERSITY,MD,Public,5556,5826,39297189,5826,20218364
002102,UNIVERSITY OF BALTIMORE,MD,Public,2268,2303,32723790,2303,16877517
002105,UNIVERSITY OF MARYLAND - BALTIMORE COUNTY,MD,Public,4875,5230,29284396,5231,15256383
002083,MORGAN STATE UNIVERSITY,MD,Public,4094,4201,26770389,4202,13410512
002078,LOYOLA UNIVERSITY MARYLAND,MD,Private-Nonprofit,2910,2959,23087041,2959,11735284
002106,UNIVERSITY OF MARYLAND - EASTERN SHORE,MD,Public,1978,2032,17797256,2058,9012272
002072,FROSTBURG STATE UNIVERSITY,MD,Public,3113,3228,16211751,3228,8704677
002080,MARYLAND INSTITUTE COLLEGE OF ART,MD,Private-Nonprofit,1227,1245,13132582,1245,6708360
002063,COMMUNITY COLLEGE OF BALTIMORE COUNTY,MD,Public,2794,2811,12947191,2820,6473032
002065,NOTRE DAME OF MARYLAND UNIVERSITY,MD,Private-Nonprofit,784,785,12250820,785,6180856
002086,MOUNT SAINT MARY'S UNIVERSITY,MD,Private-Nonprofit,2117,2161,11992020,2161,6240207
002109,MCDANIEL COLLEGE,MD,Private-Nonprofit,1777,1811,10150049,1811,4936972
002062,BOWIE STATE UNIVERSITY,MD,Public,1457,1492,9782335,1492,4927275
002076,HOOD COLLEGE,MD,Private-Nonprofit,1363,1365,8554965,1365,4322040
025784,MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH,MD,Private-Nonprofit,364,365,8063388,374,2760096
002107,STEVENSON UNIVERSITY,MD,Private-Nonprofit,398,398,7774179,398,3932318
002663,UNIVERSITY OF NEW MEXICO,NM,Public,6918,7215,56594527,7680,31585915
002089,PRINCE GEORGE'S COMMUNITY COLLEGE,MD,Public,1345,1345,6501852,1345,3250080
010319,FORTIS INSTITUTE - TOWSON,MD,Proprietary,1597,1607,6138311,1830,2516232
002073,GOUCHER COLLEGE,MD,Private-Nonprofit,1051,1057,5683635,1057,3254431
002108,WASHINGTON COLLEGE,MD,Private-Nonprofit,916,916,4962259,916,2517720
002095,SAINT MARY'S COLLEGE OF MARYLAND,MD,Public,917,947,4899148,964,2485809
002068,COPPIN STATE UNIVERSITY,MD,Public,616,622,4189945,622,2094988
002057,ALLEGANY COLLEGE OF MARYLAND,MD,Public,967,968,3881005,969,1939526
001436,CAPITOL TECHNOLOGY UNIVERSITY,MD,Private-Nonprofit,368,368,3334065,368,1352880
008175,HOWARD COMMUNITY COLLEGE,MD,Public,770,771,3053622,771,1773467
034933,ALL-STATE CAREER,MD,Proprietary,676,677,2536077,767,1093441
002130,BOSTON UNIVERSITY,MA,Private-Nonprofit,12986,15172,190399313,15173,100494807
002219,TUFTS UNIVERSITY,MA,Private-Nonprofit,5306,5521,168912295,5521,84792179
002165,MCPHS UNIVERSITY,MA,Private-Nonprofit,6533,7322,92221511,7322,40215232
002199,NORTHEASTERN UNIVERSITY,MA,Private-Nonprofit,9613,9708,88356796,9990,41416211
002221,UNIVERSITY OF MASSACHUSETTS - AMHERST,MA,Public,17075,17309,87075285,17309,45551459
002128,BOSTON COLLEGE,MA,Private-Nonprofit,5620,5715,69305666,5715,35334453
002155,HARVARD UNIVERSITY,MA,Private-Nonprofit,2873,2914,68950644,2914,35735881
002161,UNIVERSITY OF MASSACHUSETTS - LOWELL,MA,Public,10589,10620,57549189,10684,29047303
002218,SUFFOLK UNIVERSITY,MA,Private-Nonprofit,5633,5673,55523294,5673,29065209
002222,UNIVERSITY OF MASSACHUSETTS AT BOSTON,MA,Public,9802,9867,53673286,9880,27117366
002208,SIMMONS UNIVERSITY,MA,Private-Nonprofit,3852,3859,41410396,3859,26074183
002226,WESTERN NEW ENGLAND UNIVERSITY,MA,Private-Nonprofit,3893,3900,34493394,3900,16804466
002210,UNIVERSITY OF MASSACHUSETTS AT DARTMOUTH,MA,Public,5502,5586,34461809,5586,17488151
002206,REGIS COLLEGE,MA,Private-Nonprofit,2266,2276,26500745,2276,10924144
002146,EMERSON COLLEGE,MA,Private-Nonprofit,2829,2840,25091010,2842,13449692
008916,NEW ENGLAND LAW | BOSTON,MA,Private-Nonprofit,1079,1108,24450886,1108,12285310
002126,BERKLEE COLLEGE OF MUSIC,MA,Private-Nonprofit,2588,2604,23167703,2604,11327165
002233,WORCESTER POLYTECHNIC INST,MA,Private-Nonprofit,3971,3979,22486008,3979,11535943
002160,LESLEY UNIVERSITY,MA,Private-Nonprofit,2273,2319,22325861,2706,9978925
002211,SPRINGFIELD COLLEGE,MA,Private-Nonprofit,2910,2947,21913507,2947,10939663
002120,MERRIMACK COLLEGE,MA,Private-Nonprofit,3645,3673,20276854,3673,10459160
002148,ENDICOTT COLLEGE,MA,Private-Nonprofit,3697,3729,19436215,3729,10319584
002122,BAY PATH UNIVERSITY,MA,Private-Nonprofit,2152,2166,17032740,2168,7096711
022316,MGH INSTITUTE OF HEALTH PROFESSIONS,MA,Private-Nonprofit,711,711,16767464,711,8384425
002143,CURRY COLLEGE,MA,Private-Nonprofit,2886,2920,16759448,2936,8586551
021829,CAMBRIDGE COLLEGE,MA,Private-Nonprofit,1385,1385,16019971,1385,5450393
002133,BRANDEIS UNIVERSITY,MA,Private-Nonprofit,1927,1935,15698500,1935,7896973
009756,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,MA,Public,480,499,14279189,499,7154994
021636,WILLIAM JAMES COLLEGE,MA,Private-Nonprofit,522,540,13092152,540,6579333
002217,STONEHILL COLLEGE,MA,Private-Nonprofit,2152,2159,12396444,2159,6247221
002158,LASELL UNIVERSITY,MA,Private-Nonprofit,2341,2343,12381959,2520,6624970
002118,ASSUMPTION UNIVERSITY,MA,Private-Nonprofit,2222,2227,12227817,2227,6180047
002124,BENTLEY UNIVERSITY,MA,Private-Nonprofit,2121,2131,12110890,2131,6271866
002114,AMERICAN INTERNATIONAL COLLEGE,MA,Private-Nonprofit,1522,1614,11559825,1614,5707951
002178,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,Private-Nonprofit,512,520,11555920,520,5843024
002139,CLARK UNIVERSITY,MA,Private-Nonprofit,2312,2374,11391841,2374,5807316
002123,BECKER COLLEGE,MA,Private-Nonprofit,1803,1805,10467690,1805,5100097
002141,COLLEGE OF THE HOLY CROSS,MA,Private-Nonprofit,2054,2056,10047546,2062,5140729
002180,MASSACHUSETTS COLLEGE OF ART AND DESIGN,MA,Public,1608,1609,9005064,1609,4569404
002121,BABSON COLLEGE,MA,Private-Nonprofit,896,897,7569387,899,3900576
002227,WHEATON COLLEGE,MA,Private-Nonprofit,1458,1470,7387185,1471,3798293
006324,LABOURE COLLEGE,MA,Private-Nonprofit,1281,1328,6643468,1328,3218088
002153,GORDON COLLEGE,MA,Private-Nonprofit,1305,1324,6007892,1324,3202045
002187,MASSACHUSETTS COLLEGE OF LIBERAL ARTS,MA,Public,1281,1326,5798898,1326,2989184
002144,DEAN COLLEGE,MA,Private-Nonprofit,1112,1114,5499602,1114,2750850
002192,MOUNT HOLYOKE COLLEGE,MA,Private-Nonprofit,1231,1273,5154115,1273,2917086
002209,SMITH COLLEGE,MA,Private-Nonprofit,940,948,4959959,948,2508099
002164,NEW ENGLAND COLLEGE OF OPTOMETRY (THE),MA,Private-Nonprofit,185,188,4907843,188,2437468
002197,NICHOLS COLLEGE,MA,Private-Nonprofit,796,796,4827974,796,2425067
003966,BOSTON ARCHITECTURAL COLLEGE,MA,Private-Nonprofit,420,422,4805998,429,2556419
032353,MASSACHUSETTS SCHOOL OF LAW AT ANDOVER,MA,Private-Nonprofit,238,238,4537271,245,2424935
002194,NEW ENGLAND CONSERVATORY OF MUSIC,MA,Private-Nonprofit,338,338,4326599,338,2152454
002150,FISHER COLLEGE - BOSTON,MA,Private-Nonprofit,627,653,3542355,654,1648152
002145,EASTERN NAZARENE COLLEGE,MA,Private-Nonprofit,590,590,3403880,590,1729817
004661,HAMPSHIRE COLLEGE,MA,Private-Nonprofit,661,686,3229085,686,1663904
020630,MONTSERRAT COLLEGE OF ART,MA,Private-Nonprofit,548,550,3094415,550,1580613
041432,HULT INTERNATIONAL BUSINESS SCHOOL,MA,Private-Nonprofit,88,88,2421324,88,816897
002115,AMHERST COLLEGE,MA,Private-Nonprofit,238,240,2153218,240,1101275
006331,"LAWRENCE MEMORIAL HOSPITAL, SCHOOL OF NURSING",MA,Private-Nonprofit,411,411,1950247,484,1088587
002290,MICHIGAN STATE UNIVERSITY,MI,Public,26760,28545,227513037,28545,133442047
002325,UNIVERSITY OF MICHIGAN,MI,Public,18359,18472,195643821,18628,105782808
002329,WAYNE STATE UNIVERSITY,MI,Public,14067,14504,143531066,14509,72151010
002268,GRAND VALLEY ST UNIVERSITY,MI,Public,20176,20485,130611698,20485,66924856
002243,CENTRAL MICHIGAN UNIVERSITY,MI,Public,13987,14569,98971769,14569,50509036
002330,WESTERN MICHIGAN UNIVERSITY,MI,Public,14262,14761,89432882,14762,45612039
002307,OAKLAND UNIVERSITY,MI,Public,11366,11938,79712629,11938,43494206
002259,EASTERN MICHIGAN UNIVERSITY,MI,Public,11329,11919,75095574,11919,38361470
002323,UNIVERSITY OF DETROIT MERCY,MI,Private-Nonprofit,3160,3220,59672974,3220,33365548
002260,FERRIS STATE UNIVERSITY,MI,Public,8341,8389,52965814,8389,26766842
002314,SAGINAW VALLEY STATE UNIVERSITY,MI,Public,5629,5772,31701298,5772,16058828
002327,UNIVERSITY OF MICHIGAN - FLINT,MI,Public,4288,4304,30523010,4304,15989338
002301,NORTHERN MICHIGAN UNIVERSITY,MI,Public,5904,6917,29063353,6917,15372886
002292,MICHIGAN TECHNOLOGICAL UNIV,MI,Public,4533,4560,25189155,4570,13243467
004673,BAKER COLLEGE,MI,Private-Nonprofit,3792,3953,19770564,3953,9939211
002326,UNIVERSITY OF MICHIGAN - DEARBORN,MI,Public,3483,3574,18576965,3574,10888089
012627,THOMAS M. COOLEY LAW SCHOOL,MI,Private-Nonprofit,1154,1267,17945793,1267,12564400
002318,SPRING ARBOR UNIVERSITY,MI,Private-Nonprofit,2229,2238,15149593,2248,13145995
002279,LAWRENCE TECHNOLOGICAL UNIVERSITY,MI,Private-Nonprofit,1940,2004,14893515,2004,8570063
002273,HOPE COLLEGE,MI,Private-Nonprofit,2567,2580,13556023,2584,6917668
002238,ANDREWS UNIVERSITY,MI,Private-Nonprofit,1511,1511,13446606,1511,7858917
006771,COLLEGE FOR CREATIVE STUDIES,MI,Private-Nonprofit,1692,1717,13271229,1717,6741242
002282,MADONNA UNIVERSITY,MI,Private-Nonprofit,2010,2021,12554321,2021,6587540
004072,NORTHWOOD UNIVERSITY,MI,Private-Nonprofit,1847,1864,11871528,1864,6127539
002270,HENRY FORD COLLEGE,MI,Public,2764,2767,10570654,2767,5756112
002278,LANSING COMMUNITY COLLEGE,MI,Public,2262,2271,9548562,2294,2831505
002234,ADRIAN COLLEGE,MI,Private-Nonprofit,2102,2139,9518499,2139,4850937
002241,CALVIN UNIVERSITY,MI,Private-Nonprofit,1779,1811,8725314,1811,4577661
002236,ALMA COLLEGE,MI,Private-Nonprofit,1703,1731,8683014,1731,4461300
002267,GRAND RAPIDS COMMUNITY COLLEGE,MI,Public,2168,2219,7636980,2219,3824386
002308,OLIVET COLLEGE,MI,Private-Nonprofit,1428,1490,7629820,1490,3780413
002293,LAKE SUPERIOR STATE UNIVERSITY,MI,Public,1502,1542,7360012,1595,3770508
021989,MICHIGAN SCHOOL OF PSYCHOLOGY,MI,Private-Nonprofit,232,232,6923842,233,2304794
002316,SIENA HEIGHTS UNIVERSITY,MI,Private-Nonprofit,1313,1361,6853134,1362,3089769
002235,ALBION COLLEGE,MI,Private-Nonprofit,1424,1465,6568639,1465,3358456
002328,WASHTENAW COMMUNITY COLLEGE,MI,Public,1526,1591,6467209,1591,3222241
002266,CORNERSTONE UNIVERSITY,MI,Private-Nonprofit,1269,1281,6419572,1288,3132546
004692,DORSEY SCHOOL OF BUSINESS,MI,Proprietary,1419,1419,5414745,1656,2317525
002275,KALAMAZOO COLLEGE,MI,Private-Nonprofit,1065,1068,5108038,1068,1711737
042629,WESTERN MICHIGAN UNIVERSITY HOMER STRYKER M.D. SCHOOL OF MEDICINE,MI,Private-Nonprofit,132,134,4932754,134,2464831
002288,ROCHESTER UNIVERSITY,MI,Private-Nonprofit,974,997,4767078,997,2516595
002251,DELTA COLLEGE,MI,Public,1231,1231,4643557,1231,1135162
002262,KETTERING UNIVERSITY,MI,Private-Nonprofit,1246,1287,4546489,1344,4088682
002302,NORTHWESTERN MICHIGAN COLLEGE,MI,Public,1038,1043,4510921,1043,2255512
006768,MID MICHIGAN COLLEGE,MI,Public,931,932,4019556,932,2004581
002239,AQUINAS COLLEGE,MI,Private-Nonprofit,771,776,3657640,785,1968202
008906,MACOMB COMMUNITY COLLEGE,MI,Public,1062,1062,3382584,1062,1691772
002246,CLEARY UNIVERSITY,MI,Private-Nonprofit,587,597,3055117,602,1509151
004071,WALSH COLLEGE OF ACCOUNTANCY & BUSINESS ADMINISTRATION,MI,Private-Nonprofit,276,276,2917912,276,939594
002294,MONROE COUNTY COMMUNITY COLLGE,MI,Public,546,546,2397209,546,1182101
002240,BAY DE NOC COMMUNITY COLLEGE,MI,Public,560,561,2313749,1121,598853
002248,CRANBROOK ACADEMY OF ART,MI,Private-Nonprofit,123,125,2183060,126,1092358
008178,EMPIRE BEAUTY SCHOOL,MI,Proprietary,542,542,2148340,629,1152335
002310,ST. CLAIR COUNTY COMMUNITY COLLEGE,MI,Public,561,561,2148055,561,685615
020603,MIAT COLLEGE OF TECHNOLOGY,MI,Proprietary,473,473,1967087,573,801776
007171,KIRTLAND COMMUNITY COLLEGE,MI,Public,371,371,1698571,371,799377
002322,FINLANDIA UNIVERSITY,MI,Private-Nonprofit,387,389,1680962,389,883716
023397,ROSS MEDICAL EDUCATION CENTER,MI,Proprietary,379,379,1538457,401,747562
032673,CAPELLA UNIVERSITY,MN,Proprietary,25923,32309,332359466,32405,93837555
025042,WALDEN UNIVERSITY,MN,Proprietary,14642,14717,224829923,14724,78020852
003969,UNIVERSITY OF MINNESOTA - TWIN CITIES,MN,Public,22058,22659,202961367,22659,110303008
008694,RASMUSSEN COLLEGE,MN,Proprietary,14606,15165,57703302,15165,25020730
002345,UNIVERSITY OF ST THOMAS,MN,Private-Nonprofit,5206,5387,41960466,5389,20848704
002360,"MINNESOTA STATE UNIVERSITY, MANKATO",MN,Public,7947,8204,40107752,8204,21556713
002388,UNIVERSITY OF MINNESOTA DULUTH,MN,Public,6487,6598,38493428,6598,20700182
002347,CONCORDIA UNIVERSITY - SAINT PAUL,MN,Private-Nonprofit,3543,3618,29273901,3626,10889163
002380,SAINT MARY'S UNIVERSITY OF MINNESOTA,MN,Private-Nonprofit,2268,2275,27559596,2276,10384156
002342,ST. CATHERINE UNIVERSITY,MN,Private-Nonprofit,3403,3482,27031489,3482,13962329
002394,WINONA STATE UNIVERSITY,MN,Public,4772,4947,24772479,4947,12789804
002377,ST. CLOUD STATE UNIVERSITY,MN,Public,4435,4658,23360898,4658,12995481
002391,MITCHELL HAMLINE SCHOOL OF LAW,MN,Private-Nonprofit,1047,1073,22109472,1073,11414329
010374,METROPOLITAN STATE UNIVERSITY,MN,Public,3472,3736,21148653,3736,11955413
009058,BETHEL UNIVERSITY,MN,Private-Nonprofit,2916,2934,19976877,2962,9150560
002367,MINNESOTA STATE UNIVERSITY MOORHEAD,MN,Public,3472,3602,18058323,3602,9346980
002334,AUGSBURG UNIVERSITY,MN,Private-Nonprofit,2435,2442,17178349,2442,7405047
002354,HAMLINE UNIVERSITY,MN,Private-Nonprofit,2148,2213,14414095,2216,7174564
002343,COLLEGE OF SAINT SCHOLASTICA,MN,Private-Nonprofit,2386,2437,14068587,2437,10509122
002336,BEMIDJI STATE UNIVERSITY,MN,Public,2694,2824,13760447,2824,7139145
011732,MAYO CLINIC COLLEGE OF MEDICINE AND SCIENCE,MN,Private-Nonprofit,532,552,12966292,552,5943097
012328,NORTHWESTERN HEALTH SCIENCES UNIVERSITY,MN,Private-Nonprofit,576,584,10986518,584,5693320
002382,ST OLAF COLLEGE,MN,Private-Nonprofit,2250,2277,10404160,2277,5246430
010546,CENTURY COLLEGE,MN,Public,2313,2433,10325160,2433,5165073
002353,GUSTAVUS ADOLPHUS COLLEGE,MN,Private-Nonprofit,2292,2300,10120853,2300,5072525
002362,MINNEAPOLIS COMMUNITY AND TECHNICAL COLLEGE,MN,Public,2027,2149,9478766,2149,4749981
002346,CONCORDIA COLLEGE - MOORHEAD,MN,Private-Nonprofit,2056,2089,8842687,2101,4520576
002371,UNIVERSITY OF NORTHWESTERN- ST PAUL,MN,Private-Nonprofit,1593,1613,8174859,1613,4254150
007954,NORMANDALE COMMUNITY COLLEGE,MN,Public,1789,1898,7822941,1898,3915828
005541,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE,MN,Public,1889,1983,7758323,1983,3852075
002332,ANOKA-RAMSEY COMMUNITY COLLEGE,MN,Public,1793,1883,7723686,1883,4009520
002375,SOUTHWEST MINNESOTA STATE UNIVERSITY,MN,Public,1620,1674,7694349,1674,4147495
005534,ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE,MN,Public,1602,1646,7062456,1646,3613076
002341,COLLEGE OF ST BENEDICT,MN,Private-Nonprofit,1683,1690,7007228,1691,3544575
002373,ROCHESTER COMMUNITY AND TECHNICAL COLLEGE,MN,Public,1618,1680,6870687,1680,3438664
002383,CROWN COLLEGE,MN,Private-Nonprofit,1009,1034,6400177,1034,2893347
005757,LAKE SUPERIOR COLLEGE,MN,Public,1478,1602,6219355,1602,3077575
005533,SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE,MN,Public,1337,1361,6209068,1361,3110724
002379,SAINT JOHN'S UNIVERSITY,MN,Private-Nonprofit,1410,1413,6188590,1413,3147153
004069,UNIVERSITY OF MINNESOTA - CROOKSTON,MN,Public,1201,1265,6017246,1265,3131981
005252,RIDGEWATER COLLEGE,MN,Public,1318,1409,5544013,1409,2861046
002423,MISSISSIPPI STATE UNIVERSITY,MS,Public,13830,14033,95027692,14033,49486548
002440,UNIVERSITY OF MISSISSIPPI,MS,Public,9441,9785,89617678,9785,45374650
002441,UNIVERSITY OF SOUTHERN MISSISSIPPI,MS,Public,10838,11095,68188094,11211,35035554
002447,WILLIAM CAREY UNIVERSITY,MS,Private-Nonprofit,3622,3724,58478058,5685,29593149
002410,JACKSON STATE UNIVERSITY,MS,Public,6540,6689,46541769,6689,22191351
002397,BELHAVEN UNIVERSITY,MS,Private-Nonprofit,3371,3399,33613041,3403,12364349
